|id |room|username     |message                              |timestamp          |type  |url                                              |filename                                                                                   |color  |
|531|구글  |1시간순삭개꿀                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |아니 자꾸 나주 뭔데                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2025-09-26 07:12:14|chat  |                                                 |                                                                                           |#00ff59|
|532|구글  |1시간순삭개꿀                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |ㄹㅇ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2025-09-26 07:12:16|chat  |                                                 |                                                                                           |#00ff59|
|533|구글  |나주 김씨 집안의 수호신, 구슬할망 옛날 제주 지역의 신촌마을 큰물머리에는 김씨 사공이 살았다. 그는 제주 특산물을 한양으로 진상하는 일을 하였다. 김씨 사공이 한양에서 일을 마치고 서대문 밖으로 나오던 중 서글픈 여자아이의 울음소리를 들었다. 울음소리의 주인공은 바로 허정승의 딸이었다. 아기씨는 부모의 심기를 거스르고 집에서 쫓겨나 오갈 데가 없어 서글프게 울고 있었다. 아기씨는 김씨 사공을 보자 함께 가겠다고 애원하였다. 김씨 사공은 차마 두고 갈 수가 없어서 아기씨를 데려가려고 했으나, 당시 제주에서는 섬으로 사람이 들고나는 것을 금지하고 있어 데려갈 방도가 없었다. 김씨 사공은 아기씨를 도포 자락에 숨겨서 배에 태우고 제주에 데리고 와 다락에서 아무도 모르게 길렀다. 힘들지만 꿋꿋하게 다락에서 생활하던 아기씨가 열여덟 살이 되자 “사공님 번번이 신세만 질 수도 없고, 저도 이제는 일해야겠어요.”라며, 스스로 물질을 배웠다. 아기씨의 물질 솜씨는 하루가 다르게 늘어 무리에서 가장 뛰어난 상군 잠수까지 오르게 되었다. 아기씨는 주로 전복을 많이 잡았는데, 잡는 전복마다 씨알이 굵은 진주들로 가득하여 김씨 사공은 금세 부자가 되었다. 그리고 정 또한 깊어졌던 두 사람은 아기씨의 청혼으로 부부가 되었고, 남부럽지 않게 잘 살며 딸만 아홉을 두었다. 어느 날, 아기씨는 자신이 잡은 진주를 임금께 진상하자고 했고, 김씨 사공이 진상을 올리자 임금은 크게 기뻐하며, 김씨 사공에게는 동지(同知)라는 벼슬을 아기씨에게는 오색 구슬을 내려주었다. 그래서 이때부터 이들 부부를 ‘김동지 영감’과 ‘구슬할망’이라고 부르게 되었다. 시간이 흘러 죽음을 앞둔 구슬할망은 딸들을 불러 놓고, “내가 너희들을 지켜줄 터이니, 제사와 명절 때가 되면 나에게 제물을 바치고, 풍악을 울려 정성을 다하라.”고 하였다. 이렇게 스스로 집안의 조상신이 된 구슬할망은 아홉 딸과 그들의 후손들에게 복을 내려주었고, 이때부터 나주 김씨 집안은 딸에서 딸로 이어지며 구슬할망을 집안의 수호신으로 모시게 되었다.|바꿨는데 들어올때마다 이걸로 초기화되네                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2025-09-26 07:12:24|chat  |                                                 |                                                                                           |#1a73e8|
|534|구글  |system                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |1시간순삭개꿀 → 'ㅅ' 닉네임 변경                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |2025-09-26 07:12:25|system|                                                 |                                                                                           |       |
|535|구글  |S_5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |아 근데 지방으로 장기외근 나가는건 아예 생각을 못했었네                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2025-09-26 07:12:26|chat  |                                                 |                                                                                           |#0d0f11|
|536|구글  |'ㅅ'                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |근대                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2025-09-26 07:12:32|chat  |                                                 |                                                                                           |#00ff59|
|537|구글  |'ㅅ'                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |개꿀이지                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |2025-09-26 07:12:34|chat  |                                                 |                                                                                           |#00ff59|
|538|구글  |'ㅅ'                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |6시에                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2025-09-26 07:12:35|chat  |                                                 |                                                                                           |#00ff59|
|539|구글  |'ㅅ'                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |밥먹고                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2025-09-26 07:12:36|chat  |                                                 |                                                                                           |#00ff59|
|540|구글  |'ㅅ'                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |퇴근해도 7시면                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |2025-09-26 07:12:39|chat  |                                                 |                                                                                           |#00ff59|
|541|구글  |system                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |둥글래차 → ;-; 닉네임 변경                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2025-09-26 07:12:40|system|                                                 |                                                                                           |       |
|542|구글  |S_5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |그렇긴 해요                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |2025-09-26 07:12:45|chat  |                                                 |                                                                                           |#0d0f11|
|543|구글  |'ㅅ'                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |바로 게임돌려야지                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2025-09-26 07:12:45|chat  |                                                 |                                                                                           |#00ff59|
